EASINID,Scientific Name,Label,All Names
R00046,Acacia mearnsii,Common Name,Acácia 
R00046,Acacia mearnsii,Common Name,Acácia negra
R00046,Acacia mearnsii,Common Name,Acacia noir
R00046,Acacia mearnsii,Common Name,Acácia-negra
R00046,Acacia mearnsii,Common Name,Aromo
R00046,Acacia mearnsii,Common Name,Aromo negro
R00046,Acacia mearnsii,Common Name,Australian acacia
R00046,Acacia mearnsii,Common Name,Australische akazie
R00046,Acacia mearnsii,Common Name,Black wattle
R00046,Acacia mearnsii,Common Name,Gerber-akazie
R00046,Acacia mearnsii,Common Name,Green wattle
R00046,Acacia mearnsii,Common Name,Grüne Akazie 
R00046,Acacia mearnsii,Common Name,Late black wattle
R00046,Acacia mearnsii,Common Name,Mimosa 
R00046,Acacia mearnsii,Common Name,Mimosa di Mearns
R00046,Acacia mearnsii,Common Name,Mimosa duveteux
R00046,Acacia mearnsii,Common Name,Mimosa negra
R00046,Acacia mearnsii,Common Name,Mimosa vert
R00046,Acacia mearnsii,Common Name,Mimosa vertmosa 
R00046,Acacia mearnsii,Common Name,Mosa
R00046,Acacia mearnsii,Common Name,Schwarze Akazie
R00046,Acacia mearnsii,Common Name,Schwarzholzakazie
R00046,Acacia mearnsii,Common Name,Tan wattle
R00046,Acacia mearnsii,Synonym,Acacia decurrens var. mollis
R00046,Acacia mearnsii,Synonym,Acacia mollissima
R00046,Acacia mearnsii,Synonym,Acacia decurrens var. mollissima
R00046,Acacia mearnsii,Synonym,Racosperma mearnsii
R00053,Acacia saligna,Common Name,Acacia blue
R00053,Acacia saligna,Common Name,Acacia de hoja azul
R00053,Acacia saligna,Common Name,Akazie
R00053,Acacia saligna,Common Name,Blaublättrige
R00053,Acacia saligna,Common Name,Mimosa a foglie blu
R00053,Acacia saligna,Common Name,Mimosa bleuté
R00053,Acacia saligna,Common Name,Orange wattle
R00053,Acacia saligna,Common Name,Weiden-akazie
R00053,Acacia saligna,Synonym,Acacia bracteata
R00053,Acacia saligna,Synonym,Acacia cyanophylla
R00053,Acacia saligna,Synonym,Acacia lindleyi
R00053,Acacia saligna,Synonym,Mimosa saligna
R00053,Acacia saligna,Synonym,Racosperma salignum
R00210,Acridotheres cristatellus,Common Name,Crested myna
R00210,Acridotheres cristatellus,Synonym,Aethiopsar cristatellus
R00210,Acridotheres cristatellus,Synonym,Gracula cristatella
R00212,Acridotheres tristis,Common Name,Common myna
R00212,Acridotheres tristis,Synonym,Acridotheres tristas
R00460,Ailanthus altissima,Common Name,Ailant
R00460,Ailanthus altissima,Common Name,Ailante
R00460,Ailanthus altissima,Common Name,Ailante glanduleux
R00460,Ailanthus altissima,Common Name,Ailanthus
R00460,Ailanthus altissima,Common Name,Ailanto
R00460,Ailanthus altissima,Common Name,Ailanto da china
R00460,Ailanthus altissima,Common Name,Ailanto glanduloso
R00460,Ailanthus altissima,Common Name,Ailantus
R00460,Ailanthus altissima,Common Name,Albero del paradiso
R00460,Ailanthus altissima,Common Name,Árbol de la china
R00460,Ailanthus altissima,Common Name,Árbol de los dioses
R00460,Ailanthus altissima,Common Name,Arbol del cielo
R00460,Ailanthus altissima,Common Name,Árbol del japón
R00460,Ailanthus altissima,Common Name,Árbore do ceo
R00460,Ailanthus altissima,Common Name,Arbre des dieux
R00460,Ailanthus altissima,Common Name,Arbre du ciel
R00460,Ailanthus altissima,Common Name,Arcacia
R00460,Ailanthus altissima,Common Name,Barniz del japón
R00460,Ailanthus altissima,Common Name,Bożodrzew gruczołkowaty
R00460,Ailanthus altissima,Common Name,China sumac
R00460,Ailanthus altissima,Common Name,Chinese tree-of-heaven
R00460,Ailanthus altissima,Common Name,Cinamomo
R00460,Ailanthus altissima,Common Name,Copal tree
R00460,Ailanthus altissima,Common Name,Cornissa
R00460,Ailanthus altissima,Common Name,Fals vernís
R00460,Ailanthus altissima,Common Name,Faux vernis du japon
R00460,Ailanthus altissima,Common Name,Gandul de carretera
R00460,Ailanthus altissima,Common Name,Götterbaum
R00460,Ailanthus altissima,Common Name,Gudatraed
R00460,Ailanthus altissima,Common Name,Gudetre
R00460,Ailanthus altissima,Common Name,Hemelboom
R00460,Ailanthus altissima,Common Name,Himmelstraed
R00460,Ailanthus altissima,Common Name,Hivernenc
R00460,Ailanthus altissima,Common Name,Irlando
R00460,Ailanthus altissima,Common Name,Llantio
R00460,Ailanthus altissima,Common Name,Noguera loca
R00460,Ailanthus altissima,Common Name,Oilanto
R00460,Ailanthus altissima,Common Name,Pajasan žlaznatý
R00460,Ailanthus altissima,Common Name,Skink tree
R00460,Ailanthus altissima,Common Name,Skyraekker
R00460,Ailanthus altissima,Common Name,Stinktree
R00460,Ailanthus altissima,Common Name,Tree of heaven
R00460,Ailanthus altissima,Common Name,Varnish tree
R00460,Ailanthus altissima,Common Name,Varnishtree
R00460,Ailanthus altissima,Common Name,Vernís de japó
R00460,Ailanthus altissima,Common Name,Vernis de la chine
R00460,Ailanthus altissima,Common Name,Vernís del japó
R00460,Ailanthus altissima,Common Name,Verno
R00460,Ailanthus altissima,Common Name,Zumaque del japón
R00460,Ailanthus altissima,Common Name,Zumaque falso
R00460,Ailanthus altissima,Common Name,Αείλανθος
R00460,Ailanthus altissima,Common Name,Βρωμόδεντρο
R00460,Ailanthus altissima,Common Name,Βρωμοκαρυδιά
R00460,Ailanthus altissima,Common Name,Βρωμούσα
R00460,Ailanthus altissima,Common Name,Айлант высочайший
R00460,Ailanthus altissima,Synonym,Ailanthus cacodendron
R00460,Ailanthus altissima,Synonym,Ailanthus erythrocarpa
R00460,Ailanthus altissima,Synonym,Ailanthus esquirolii
R00460,Ailanthus altissima,Synonym,Ailanthus giraldii
R00460,Ailanthus altissima,Synonym,Ailanthus glandulosa
R00460,Ailanthus altissima,Synonym,Ailanthus japonica
R00460,Ailanthus altissima,Synonym,Ailanthus peregrina
R00460,Ailanthus altissima,Synonym,Ailanthus pongelion
R00460,Ailanthus altissima,Synonym,Ailanthus procera
R00460,Ailanthus altissima,Synonym,Ailanthus rhodoptera
R00460,Ailanthus altissima,Synonym,Ailanthus rubra
R00460,Ailanthus altissima,Synonym,Ailanthus vilmoriniana
R00460,Ailanthus altissima,Synonym,Albonia peregrina
R00460,Ailanthus altissima,Synonym,Choerospondias auriculata
R00460,Ailanthus altissima,Synonym,Pongelion cacodendron
R00460,Ailanthus altissima,Synonym,Pongelion glandulosum
R00460,Ailanthus altissima,Synonym,Rhus cacodendron
R00460,Ailanthus altissima,Synonym,Toxicodendron altissima
R00644,Alopochen aegyptiaca,Common Name,Egyptian goose
R00644,Alopochen aegyptiaca,Synonym,Alopochen aegyptiacus
R00669,Alternanthera philoxeroides,Common Name,Alligator weed
R00669,Alternanthera philoxeroides,Common Name,Alligatorkraut
R00669,Alternanthera philoxeroides,Common Name,Alligatorweed
R00669,Alternanthera philoxeroides,Common Name,Alternanthère
R00669,Alternanthera philoxeroides,Common Name,Pig weed
R00669,Alternanthera philoxeroides,Synonym,Achyranthes paludosa
R00669,Alternanthera philoxeroides,Synonym,Achyranthes philoxeroides
R00669,Alternanthera philoxeroides,Synonym,Alternanthera philoxerina
R00669,Alternanthera philoxeroides,Synonym,Bucholzia philoxeroides
R00669,Alternanthera philoxeroides,Synonym,Celosia amphibia
R00669,Alternanthera philoxeroides,Synonym,Mogiphanes philorexoides
R00669,Alternanthera philoxeroides,Synonym,Telanthera philoxeroides
R00826,Ameiurus melas,Common Name,Black bullhead
R00826,Ameiurus melas,Synonym,Ictalurus melas
R00994,Andropogon virginicus,Common Name,Broomsedge bluestem
R00994,Andropogon virginicus,Synonym,Anatherum virginicum
R00994,Andropogon virginicus,Synonym,Anatherum virginicum subvar. tetrastachyum
R00994,Andropogon virginicus,Synonym,Anatherum virginicum var. tetrastachyum
R00994,Andropogon virginicus,Synonym,Andropogon capillipes
R00994,Andropogon virginicus,Synonym,Andropogon curtisianus
R00994,Andropogon virginicus,Synonym,Andropogon dealbatus
R00994,Andropogon virginicus,Synonym,Andropogon dissitiflorum
R00994,Andropogon virginicus,Synonym,Andropogon dissitiflorus
R00994,Andropogon virginicus,Synonym,Andropogon eriophorus
R00994,Andropogon virginicus,Synonym,Andropogon glaucescens
R00994,Andropogon virginicus,Synonym,Andropogon louisianae
R00994,Andropogon virginicus,Synonym,Andropogon tetrastachyus
R00994,Andropogon virginicus,Synonym,Andropogon vaginatus
R00994,Andropogon virginicus,Synonym,Andropogon virginicus f. virginicus
R00994,Andropogon virginicus,Synonym,Andropogon virginicus subsp. genuinus
R00994,Andropogon virginicus,Synonym,Andropogon virginicus subvar. ditior
R00994,Andropogon virginicus,Synonym,Andropogon virginicus var. genuinus
R00994,Andropogon virginicus,Synonym,Andropogon virginicus var. scabriglumus
R00994,Andropogon virginicus,Synonym,Andropogon virginicus var. tetrastachyus
R00994,Andropogon virginicus,Synonym,Andropogon virginicus var. vaginatus
R00994,Andropogon virginicus,Synonym,Andropogon virginicus var. viridis
R00994,Andropogon virginicus,Synonym,Cinna lateralis
R00994,Andropogon virginicus,Synonym,Cymbopogon glaucus
R00994,Andropogon virginicus,Synonym,Dimeiostemon tetrastachys
R00994,Andropogon virginicus,Synonym,Dimeiostemon vaginatus
R00994,Andropogon virginicus,Synonym,Holcus virginicus
R00994,Andropogon virginicus,Synonym,Sorghum virginicum
R01506,Arthurdendyus triangulatus,Common Name,New zealand flatworm
R01506,Arthurdendyus triangulatus,Synonym,Artioposthia triangulata
R01529,Asclepias syriaca,Common Name,Albero della seta
R01529,Asclepias syriaca,Common Name,Asclepia
R01529,Asclepias syriaca,Common Name,Asclepiade
R01529,Asclepias syriaca,Common Name,Broadleaf milkweed
R01529,Asclepias syriaca,Common Name,Common milkweed
R01529,Asclepias syriaca,Common Name,Kaempe-silkeplante
R01529,Asclepias syriaca,Common Name,Klejicha hedvábná
R01529,Asclepias syriaca,Common Name,Közönséges selyemkóró
R01529,Asclepias syriaca,Common Name,Seidenpflanze
R01529,Asclepias syriaca,Common Name,Sirinis klemalis
R01529,Asclepias syriaca,Common Name,Syrische seidenpflanze
R01529,Asclepias syriaca,Common Name,Trojeść amerykańska
R01529,Asclepias syriaca,Common Name,Vencetosigo comun
R01529,Asclepias syriaca,Common Name,Zijdeplant
R01529,Asclepias syriaca,Common Name,Ваточник сирийский
R01529,Asclepias syriaca,Synonym,Asclepias intermedia
R01529,Asclepias syriaca,Synonym,Asclepias kansana
R01529,Asclepias syriaca,Synonym,Asclepias syriaca var. kansana
R20144,Asterias amurensis,Common Name,Amur common starfish
R20144,Asterias amurensis,Common Name,flatbottom sea star
R20144,Asterias amurensis,Common Name,Flat-bottomed star
R20144,Asterias amurensis,Common Name,Japanese common starfish
R20144,Asterias amurensis,Common Name,Japanese sea star
R20144,Asterias amurensis,Common Name,Japanese starfish
R20144,Asterias amurensis,Common Name,north Pacific sea star
R20144,Asterias amurensis,Common Name,Northern pacific seastar
R20144,Asterias amurensis,Common Name,purple-orange sea star
R20144,Asterias amurensis,Common Name,Purple-orange star
R20144,Asterias amurensis,Common Name,Амурская обыкновенная морская звезда
R20144,Asterias amurensis,Synonym,Allasterias migrata
R20144,Asterias amurensis,Synonym,Allasterias rathbuni var. nortonensis
R20144,Asterias amurensis,Synonym,Asteracanthion rubens var. migratum
R20144,Asterias amurensis,Synonym,Asterias acervispinis
R20144,Asterias amurensis,Synonym,Asterias amurensis f. acervispinis
R20144,Asterias amurensis,Synonym,Asterias amurensis f. flabellifera
R20144,Asterias amurensis,Synonym,Asterias amurensis f. gracilispinis
R20144,Asterias amurensis,Synonym,Asterias amurensis f. latissima
R20144,Asterias amurensis,Synonym,Asterias flabellifera
R20144,Asterias amurensis,Synonym,Asterias gracilispinis
R20144,Asterias amurensis,Synonym,Asterias latissima
R20144,Asterias amurensis,Synonym,Asterias pectinata
R20144,Asterias amurensis,Synonym,Asterias rubens var. migratum
R20144,Asterias amurensis,Synonym,Parasterias albertensis
R01815,Axis axis,Common Name,Axis deer
R01815,Axis axis,Synonym,Cervus axis
R01830,Baccharis halimifolia,Common Name,Groundsel bush
R01830,Baccharis halimifolia,Synonym,Baccharis halimifolia var. angustior
R01830,Baccharis halimifolia,Synonym,Baccharis halimifolia var. halimifolia
R02029,Bipalium kewense,Common Name,Arrowhead worm
R02029,Bipalium kewense,Common Name,Kew flatworm
R02029,Bipalium kewense,Common Name,Shovelhead flatworm
R02029,Bipalium kewense,Synonym,Bipalium costaricensis
R02029,Bipalium kewense,Synonym,Bipalium kervence
R02029,Bipalium kewense,Synonym,Bipalium kewence
R02029,Bipalium kewense,Synonym,Bipalium kewense subsp. viridis
R02029,Bipalium kewense,Synonym,Bipalium manubriatum
R02029,Bipalium kewense,Synonym,Placocephalus isabellinus
R02029,Bipalium kewense,Synonym,Placocephalus kewensis
R02029,Bipalium kewense,Synonym,Platocephalus kewensis
R02029,Bipalium kewense,Synonym,Sphyrocephalus kewensis
R20177,Brachyponera chinensis,Common Name,Asian needle ant
R20177,Brachyponera chinensis,Synonym,Brachyponera luteipes
R20177,Brachyponera chinensis,Synonym,Pachycondyla chinensis
R20177,Brachyponera chinensis,Synonym,Pachycondyla solitaria
R02356,Broussonetia papyrifera,Common Name, ריינ תות
R02356,Broussonetia papyrifera,Common Name,Amoreira do papel
R02356,Broussonetia papyrifera,Common Name,Arbre à tapa
R02356,Broussonetia papyrifera,Common Name,Brousonetie 
R02356,Broussonetia papyrifera,Common Name,Brousonetie papíronosná
R02356,Broussonetia papyrifera,Common Name,Brusonécia papierová
R02356,Broussonetia papyrifera,Common Name,Brusonecija
R02356,Broussonetia papyrifera,Common Name,Brusonecja chińska 
R02356,Broussonetia papyrifera,Common Name,Brussonezia 
R02356,Broussonetia papyrifera,Common Name,Dudovac
R02356,Broussonetia papyrifera,Common Name,Gelso da carta
R02356,Broussonetia papyrifera,Common Name,Gelso della China
R02356,Broussonetia papyrifera,Common Name,Gelso papirifero 
R02356,Broussonetia papyrifera,Common Name,Gelso papirifero del giappone
R02356,Broussonetia papyrifera,Common Name,Giapponemoro della China
R02356,Broussonetia papyrifera,Common Name,Harilik paberimooruspuu
R02356,Broussonetia papyrifera,Common Name,Japanischer Papierbaum
R02356,Broussonetia papyrifera,Common Name,Japanski dud
R02356,Broussonetia papyrifera,Common Name,Kínai papíreperfa
R02356,Broussonetia papyrifera,Common Name,Mora turca
R02356,Broussonetia papyrifera,Common Name,Moral de la china
R02356,Broussonetia papyrifera,Common Name,Morera de papel
R02356,Broussonetia papyrifera,Common Name,Morera de xina
R02356,Broussonetia papyrifera,Common Name,Morera del Japón
R02356,Broussonetia papyrifera,Common Name,Morera del papel
R02356,Broussonetia papyrifera,Common Name,Morera femella 
R02356,Broussonetia papyrifera,Common Name,Morera paperera
R02356,Broussonetia papyrifera,Common Name,Moro della China 
R02356,Broussonetia papyrifera,Common Name,Mûrier à papier
R02356,Broussonetia papyrifera,Common Name,Mûrier de Chine 
R02356,Broussonetia papyrifera,Common Name,Mûrier d'espagne
R02356,Broussonetia papyrifera,Common Name,Navadna papirjevka
R02356,Broussonetia papyrifera,Common Name,Papelero
R02356,Broussonetia papyrifera,Common Name,Paper mulberry
R02356,Broussonetia papyrifera,Common Name,Paperimulperio
R02356,Broussonetia papyrifera,Common Name,Paperimulperipuu 
R02356,Broussonetia papyrifera,Common Name,Papermulberry tree
R02356,Broussonetia papyrifera,Common Name,Papiermaulbeerbaum
R02356,Broussonetia papyrifera,Common Name,Papiermoerbei
R02356,Broussonetia papyrifera,Common Name,Papiermoerbei 
R02356,Broussonetia papyrifera,Common Name,Papierovník čínsky
R02356,Broussonetia papyrifera,Common Name,Papíreperfa
R02356,Broussonetia papyrifera,Common Name,Papíronosná
R02356,Broussonetia papyrifera,Common Name,Papírovník čínský
R02356,Broussonetia papyrifera,Common Name,Pappersmullbär
R02356,Broussonetia papyrifera,Common Name,Tapa cloth tree 
R02356,Broussonetia papyrifera,Common Name,Tikrasis popiermedis 
R02356,Broussonetia papyrifera,Common Name,Јапански дуд 
R02356,Broussonetia papyrifera,Common Name,Книжно дърво 
R02356,Broussonetia papyrifera,Synonym,Broussonetia billiardii
R02356,Broussonetia papyrifera,Synonym,Broussonetia cordata
R02356,Broussonetia papyrifera,Synonym,Broussonetia cordata
R02356,Broussonetia papyrifera,Synonym,Broussonetia cucullata
R02356,Broussonetia papyrifera,Synonym,Broussonetia dissecta
R02356,Broussonetia papyrifera,Synonym,Broussonetia elegans
R02356,Broussonetia papyrifera,Synonym,Broussonetia kasii
R02356,Broussonetia papyrifera,Synonym,Broussonetia kazi
R02356,Broussonetia papyrifera,Synonym,Broussonetia maculata
R02356,Broussonetia papyrifera,Synonym,Broussonetia nana
R02356,Broussonetia papyrifera,Synonym,Broussonetia navicularis
R02356,Broussonetia papyrifera,Synonym,Broussonetia navifolia
R02356,Broussonetia papyrifera,Synonym,Broussonetia papyrifera var. integrifolia
R02356,Broussonetia papyrifera,Synonym,Broussonetia spathulata
R02356,Broussonetia papyrifera,Synonym,Broussonetia tricolor
R02356,Broussonetia papyrifera,Synonym,Morus papyrifera
R02356,Broussonetia papyrifera,Synonym,Morus papyrifera
R02356,Broussonetia papyrifera,Synonym,Papyrius papyriferus
R02356,Broussonetia papyrifera,Synonym,Papyrius papyrifera
R02356,Broussonetia papyrifera,Synonym,Smithiodendron artocarpoideum
R02356,Broussonetia papyrifera,Synonym,Stenochasma ancolanum
R02356,Broussonetia papyrifera,Synonym,Streblus cordatus
R02356,Broussonetia papyrifera,Synonym,Trophis cordata
R02476,Cabomba caroliniana,Common Name,Carolina fanwort
R02573,Callosciurus erythraeus,Common Name,Pallas's squirrel
R02574,Callosciurus finlaysonii,Common Name,Finlayson's squirrel
R02783,Cardiospermum grandiflorum,Common Name,Showy balloonvine
R02783,Cardiospermum grandiflorum,Synonym,Cardiospermum barbicaule
R02783,Cardiospermum grandiflorum,Synonym,Cardiospermum coluteoides
R02783,Cardiospermum grandiflorum,Synonym,Cardiospermum duarteanum
R02783,Cardiospermum grandiflorum,Synonym,Cardiospermum elegans
R02783,Cardiospermum grandiflorum,Synonym,Cardiospermum hirsutum
R02783,Cardiospermum grandiflorum,Synonym,Cardiospermum hispidum
R02783,Cardiospermum grandiflorum,Synonym,Cardiospermum inflatum
R02783,Cardiospermum grandiflorum,Synonym,Cardiospermum macrophyllum
R02783,Cardiospermum grandiflorum,Synonym,Cardiospermum pilosum
R02783,Cardiospermum grandiflorum,Synonym,Cardiospermum velutinum
R02783,Cardiospermum grandiflorum,Synonym,Cardiospermum vesicarum
R02919,Castor canadensis,Common Name,North American beaver
R02976,Celastrus orbiculatus,Common Name,Asian bittersweet
R02976,Celastrus orbiculatus,Common Name,Jesenec okrouhlolistý
R02976,Celastrus orbiculatus,Common Name,Rundblättriger baumwürger
R02976,Celastrus orbiculatus,Common Name,Traemorder
R02976,Celastrus orbiculatus,Synonym,Celastrus orbiculata
R03000,Cenchrus setaceus,Common Name,Afrikanisches lampenputzergras
R03000,Cenchrus setaceus,Common Name,Fountain grass
R03000,Cenchrus setaceus,Common Name,Plumacho
R03000,Cenchrus setaceus,Synonym,Cenchrus setaceus
R03000,Cenchrus setaceus,Synonym,Pennisetum ruppelii
R03000,Cenchrus setaceus,Synonym,Pennisetum setaceum
R03000,Cenchrus setaceus,Synonym,Phalaris setacea
R03227,Cervus nippon,Common Name,Japanese Sika deer
R03227,Cervus nippon,Common Name,Shansi Sika
R03227,Cervus nippon,Common Name,Sika
R03227,Cervus nippon,Common Name,Sika deer
R03227,Cervus nippon,Synonym,Cervus  taiouanus
R03227,Cervus nippon,Synonym,Cervus hortulorum
R03227,Cervus nippon,Synonym,Cervus nippon
R03227,Cervus nippon,Synonym,Cervus yesoensis
R03330,Channa argus,Common Name,Snakehead
R03330,Channa argus,Synonym,Chana argus warpachowskii
R03330,Channa argus,Synonym,Channa argus warpachowskii
R03330,Channa argus,Synonym,Ophicephalus argus warpachowskii
R03330,Channa argus,Synonym,Ophiocephalus argus warpachowskii
R03330,Channa argus,Synonym,Ophiocephalus warpachowskii
R03444,Cherax destructor,Common Name,Common yabby
R03444,Cherax destructor,Synonym,Cherax davisi
R03444,Cherax destructor,Synonym,Cherax esculus
R01955,Cipangopaludina chinensis,Common Name,Apple snail
R01955,Cipangopaludina chinensis,Common Name,Asian apple snail
R01955,Cipangopaludina chinensis,Common Name,Asian applesnail
R01955,Cipangopaludina chinensis,Common Name,Asian freshwater snail
R01955,Cipangopaludina chinensis,Common Name,black snail
R01955,Cipangopaludina chinensis,Common Name,Chinese apple snail
R01955,Cipangopaludina chinensis,Common Name,Chinese applesnail
R01955,Cipangopaludina chinensis,Common Name,Chinese mystery snail
R01955,Cipangopaludina chinensis,Common Name,Chinese mysterysnail
R01955,Cipangopaludina chinensis,Common Name,mystery snail
R01955,Cipangopaludina chinensis,Common Name,Oriental mystery snail
R01955,Cipangopaludina chinensis,Common Name,Oriental mysterysnail
R01955,Cipangopaludina chinensis,Common Name,Rice snail
R01955,Cipangopaludina chinensis,Common Name,trapdoor snail
R01955,Cipangopaludina chinensis,Synonym,Bellamya chinensis
R01955,Cipangopaludina chinensis,Synonym,Paludina chinensis
R01955,Cipangopaludina chinensis,Synonym,Paludina diminuta
R01955,Cipangopaludina chinensis,Synonym,Paludina laeta
R01955,Cipangopaludina chinensis,Synonym,Paludina leucostoma
R01955,Cipangopaludina chinensis,Synonym,Vivipara chinensis
R01955,Cipangopaludina chinensis,Synonym,Vivipara chinensis var. diminuta
R01955,Cipangopaludina chinensis,Synonym,Viviparus chinensis
R04121,Corvus splendens,Common Name,House crow
R04306,Crassula helmsii,Common Name,?????? ????????? (RU)
R04306,Crassula helmsii,Common Name,????????? ?????? (RU)
R04306,Crassula helmsii,Common Name,????????? ???????????? (RU)
R04306,Crassula helmsii,Common Name,Australian stonecrop
R04306,Crassula helmsii,Common Name,Australian stonecrop (UK)
R04306,Crassula helmsii,Common Name,Australian swamp stonecrop
R04306,Crassula helmsii,Common Name,Australian swamp stonecrop (UK)
R04306,Crassula helmsii,Common Name,Cape ivy (UK)
R04306,Crassula helmsii,Common Name,Corchwyn Seland Newydd (UK)
R04306,Crassula helmsii,Common Name,Crassula
R04306,Crassula helmsii,Common Name,Crássula (PT)
R04306,Crassula helmsii,Common Name,Crassula (UK)
R04306,Crassula helmsii,Common Name,Crassula des étangs
R04306,Crassula helmsii,Common Name,Crassula des étangs (FR)
R04306,Crassula helmsii,Common Name,Crassule de Helms (FR)
R04306,Crassula helmsii,Common Name,Crassule des étangs
R04306,Crassula helmsii,Common Name,Crásula de agua (ES)
R04306,Crassula helmsii,Common Name,Erba grassa di Helms (IT)
R04306,Crassula helmsii,Common Name,Gekrümmtes Nadelkraut (DE)
R04306,Crassula helmsii,Common Name,Grubosz
R04306,Crassula helmsii,Common Name,Grubosz (PL)
R04306,Crassula helmsii,Common Name,Grubosz Helmsa (PL)
R04306,Crassula helmsii,Common Name,Helms crassula
R04306,Crassula helmsii,Common Name,Helms crassula (UK)
R04306,Crassula helmsii,Common Name,Helms dickblatt
R04306,Crassula helmsii,Common Name,Helms Dickblatt (DE)
R04306,Crassula helmsii,Common Name,Krassula
R04306,Crassula helmsii,Common Name,Krassula (DK)
R04306,Crassula helmsii,Common Name,Lõunavesikas (EE)
R04306,Crassula helmsii,Common Name,Naaldkruid (NL)
R04306,Crassula helmsii,Common Name,Nadelkraut
R04306,Crassula helmsii,Common Name,Nadelkraut (DE)
R04306,Crassula helmsii,Common Name,New Zealand pigmy weed (UK)
R04306,Crassula helmsii,Common Name,New zealand pigmyweed
R04306,Crassula helmsii,Common Name,New Zealand pigmyweed (UK)
